image_id,hotel_id,chain_id,country_name,socket_detected,yolo_confidence,socket_class,class_confidence,socket_score
2654676,84143,-1,indonesia,No,,NAN,,-1
2654678,84143,-1,indonesia,No,,NAN,,-1
2672778,81101,2,indonesia,No,,NAN,,-1
2692968,49927,32,indonesia,No,,NAN,,-1
2692970,49927,32,indonesia,Yes,77.1,B,70.8,-1
3855504,145835,-1,indonesia,No,,NAN,,-1
3855505,145835,-1,indonesia,No,,NAN,,-1
3855507,145835,-1,indonesia,No,,NAN,,-1
3855509,145835,-1,indonesia,No,,NAN,,-1
3855511,145835,-1,indonesia,Yes,61.0,NOISE,94.8,0
3865702,42753,2,indonesia,Yes,75.5,DM,87.1,-1
3865704,42753,2,indonesia,No,,NAN,,-1
3865705,42753,2,indonesia,No,,NAN,,-1
3870299,43148,-1,indonesia,No,,NAN,,-1
3874110,32075,-1,indonesia,No,,NAN,,-1
3881246,34805,-1,indonesia,No,,NAN,,-1
3881247,34805,-1,indonesia,Yes,86.6,DM,75.3,-1
3920073,36283,-1,indonesia,No,,NAN,,-1
3920075,36283,-1,indonesia,No,,NAN,,-1
3920663,86592,-1,indonesia,No,,NAN,,-1
3920664,86592,-1,indonesia,Yes,78.1,DM,32.8,-1
3920665,86592,-1,indonesia,No,,NAN,,-1
3926120,89643,-1,indonesia,No,,NAN,,-1
3934169,143097,2,indonesia,No,,NAN,,-1
3934170,143097,2,indonesia,No,,NAN,,-1
3939571,143097,2,indonesia,No,,NAN,,-1
3940540,145856,-1,indonesia,No,,NAN,,-1
3958034,134503,-1,indonesia,Yes,69.0,NOISE,78.4,0
2590106,89100,3,ireland,No,,NAN,,-1
2606590,3430,50,ireland,Yes,60.1,NOISE,91.9,0
2606591,3430,50,ireland,Yes,66.6,G,41.8,1
2606592,3430,50,ireland,No,,NAN,,-1
2606828,101294,-1,ireland,No,,NAN,,-1
2606830,101294,-1,ireland,No,,NAN,,-1
2611002,87053,-1,ireland,No,,NAN,,-1
2611003,87053,-1,ireland,Yes,63.1,NOISE,77.8,0
2616819,8712,-1,ireland,No,,NAN,,-1
2618531,15851,-1,ireland,No,,NAN,,-1
2619385,25085,59,ireland,No,,NAN,,-1
2619387,25085,59,ireland,No,,NAN,,-1
2619388,25085,59,ireland,No,,NAN,,-1
2622844,3430,50,ireland,Yes,71.1,NOISE,93.9,0
2622846,3430,50,ireland,No,,NAN,,-1
2622847,3430,50,ireland,Yes,70.2,B,91.4,-1
2632755,37629,-1,ireland,No,,NAN,,-1
2632757,37629,-1,ireland,No,,NAN,,-1
2641075,6648,-1,ireland,No,,NAN,,-1
2646215,22890,-1,ireland,No,,NAN,,-1
2646216,22890,-1,ireland,No,,NAN,,-1
2646218,22890,-1,ireland,Yes,68.7,B,93.0,-1
2652080,115562,-1,ireland,No,,NAN,,-1
2652082,115562,-1,ireland,No,,NAN,,-1
2653389,15851,-1,ireland,No,,NAN,,-1
2653390,15851,-1,ireland,Yes,74.8,NOISE,97.9,0
2653564,90837,-1,ireland,No,,NAN,,-1
2700762,7092,-1,ireland,No,,NAN,,-1
2700763,7092,-1,ireland,No,,NAN,,-1
2700764,7092,-1,ireland,No,,NAN,,-1
2701697,62554,-1,ireland,No,,NAN,,-1
2701698,62554,-1,ireland,No,,NAN,,-1
2701710,23235,-1,ireland,No,,NAN,,-1
2794058,7652,-1,ireland,No,,NAN,,-1
2794059,7652,-1,ireland,No,,NAN,,-1
2986077,90400,65,ireland,No,,NAN,,-1
3868310,23867,-1,ireland,No,,NAN,,-1
3868312,23867,-1,ireland,No,,NAN,,-1
3872222,25005,-1,ireland,No,,NAN,,-1
3872225,25005,-1,ireland,No,,NAN,,-1
3878528,35580,-1,ireland,No,,NAN,,-1
3886194,97442,-1,ireland,No,,NAN,,-1
3886350,9180,17,ireland,No,,NAN,,-1
3886351,9180,17,ireland,No,,NAN,,-1
3901601,21653,-1,ireland,No,,NAN,,-1
3908963,87517,-1,ireland,No,,NAN,,-1
3908964,87517,-1,ireland,No,,NAN,,-1
3908965,87517,-1,ireland,No,,NAN,,-1
3910112,6121,-1,ireland,No,,NAN,,-1
3910113,6121,-1,ireland,No,,NAN,,-1
3910114,6121,-1,ireland,No,,NAN,,-1
3916854,22058,-1,ireland,No,,NAN,,-1
3916855,22058,-1,ireland,No,,NAN,,-1
3918567,25085,59,ireland,No,,NAN,,-1
3918568,25085,59,ireland,No,,NAN,,-1
3929260,22058,-1,ireland,No,,NAN,,-1
3929263,22058,-1,ireland,No,,NAN,,-1
3950136,75352,-1,ireland,No,,NAN,,-1
3900060,5532,0,isle_of_man,No,,NAN,,-1
3900061,5532,0,isle_of_man,No,,NAN,,-1
2605139,61317,-1,israel,No,,NAN,,-1
2605141,61317,-1,israel,No,,NAN,,-1
2608225,1008,-1,israel,Yes,68.1,NOISE,95.4,0
2611920,3572,76,israel,No,,NAN,,-1
2611921,3572,76,israel,Yes,78.4,B,72.1,-1
2611922,3572,76,israel,No,,NAN,,-1
2652000,28361,-1,israel,No,,NAN,,-1
2652001,28361,-1,israel,No,,NAN,,-1
2652002,28361,-1,israel,No,,NAN,,-1
2653115,16350,-1,israel,Yes,72.1,E,69.1,-1
2653117,16350,-1,israel,No,,NAN,,-1
2680720,1714,-1,israel,No,,NAN,,-1
2680721,1714,-1,israel,Yes,65.3,NOISE,63.4,0
2698047,59515,-1,israel,Yes,82.7,NOISE,72.8,0
3903721,42812,-1,israel,No,,NAN,,-1
3903722,42812,-1,israel,No,,NAN,,-1
3903724,42812,-1,israel,No,,NAN,,-1
3945357,1008,-1,israel,No,,NAN,,-1
3945358,1008,-1,israel,No,,NAN,,-1
3945360,1008,-1,israel,No,,NAN,,-1
3945361,1008,-1,israel,No,,NAN,,-1
3945362,1008,-1,israel,No,,NAN,,-1
3946991,4009,73,israel,No,,NAN,,-1
3949423,70621,-1,israel,No,,NAN,,-1
3949425,70621,-1,israel,No,,NAN,,-1
3949426,70621,-1,israel,No,,NAN,,-1
2589378,145286,-1,italy,No,,NAN,,-1
2589380,145286,-1,italy,No,,NAN,,-1
2600473,76335,-1,italy,No,,NAN,,-1
2600474,76335,-1,italy,No,,NAN,,-1
2600476,76335,-1,italy,No,,NAN,,-1
2605257,38431,4,italy,No,,NAN,,-1
2605258,38431,4,italy,No,,NAN,,-1
2606496,18501,0,italy,No,,NAN,,-1
2606497,18501,0,italy,No,,NAN,,-1
2606498,18501,0,italy,No,,NAN,,-1
2607141,8067,-1,italy,Yes,80.2,B,91.8,-1
2609013,20926,-1,italy,No,,NAN,,-1
2609015,20926,-1,italy,No,,NAN,,-1
2609016,20926,-1,italy,No,,NAN,,-1
2609338,3826,-1,italy,No,,NAN,,-1
2613251,34611,-1,italy,No,,NAN,,-1
2623626,114041,2,italy,No,,NAN,,-1
2629846,17851,-1,italy,No,,NAN,,-1
2629848,17851,-1,italy,No,,NAN,,-1
2629849,17851,-1,italy,No,,NAN,,-1
2647454,115355,-1,italy,No,,NAN,,-1
2647457,115355,-1,italy,No,,NAN,,-1
2650853,40416,-1,italy,No,,NAN,,-1
2650854,40416,-1,italy,No,,NAN,,-1
2650855,40416,-1,italy,No,,NAN,,-1
2652028,84301,-1,italy,No,,NAN,,-1
2652789,79289,-1,italy,No,,NAN,,-1
2652792,79289,-1,italy,No,,NAN,,-1
2654183,66876,2,italy,No,,NAN,,-1
2654184,66876,2,italy,No,,NAN,,-1
2654186,66876,2,italy,No,,NAN,,-1
2658098,6450,-1,italy,No,,NAN,,-1
2658100,6450,-1,italy,No,,NAN,,-1
2658101,6450,-1,italy,No,,NAN,,-1
2660648,74968,-1,italy,No,,NAN,,-1
2660651,74968,-1,italy,No,,NAN,,-1
2660943,14657,3,italy,No,,NAN,,-1
2660944,14657,3,italy,No,,NAN,,-1
2663794,30178,-1,italy,No,,NAN,,-1
2663795,30178,-1,italy,No,,NAN,,-1
2663796,30178,-1,italy,No,,NAN,,-1
2665299,24819,2,italy,No,,NAN,,-1
2665300,24819,2,italy,No,,NAN,,-1
2665301,24819,2,italy,No,,NAN,,-1
2665780,44357,-1,italy,No,,NAN,,-1
2665781,44357,-1,italy,No,,NAN,,-1
2666123,35457,-1,italy,No,,NAN,,-1
2666124,35457,-1,italy,No,,NAN,,-1
2678726,29091,87,italy,No,,NAN,,-1
2682696,16824,-1,italy,No,,NAN,,-1
2693886,24917,-1,italy,No,,NAN,,-1
3849081,23071,2,italy,No,,NAN,,-1
3849083,23071,2,italy,No,,NAN,,-1
3849084,23071,2,italy,No,,NAN,,-1
3855899,44610,2,italy,No,,NAN,,-1
3858528,84005,-1,italy,No,,NAN,,-1
3858530,84005,-1,italy,No,,NAN,,-1
3860848,82632,76,italy,No,,NAN,,-1
3869519,46488,76,italy,No,,NAN,,-1
3869790,85861,71,italy,No,,NAN,,-1
3869791,85861,71,italy,No,,NAN,,-1
3872577,44610,2,italy,No,,NAN,,-1
3872580,44610,2,italy,No,,NAN,,-1
3877502,37921,71,italy,No,,NAN,,-1
3878588,24278,-1,italy,No,,NAN,,-1
3878590,24278,-1,italy,No,,NAN,,-1
3878591,24278,-1,italy,No,,NAN,,-1
3880703,45438,-1,italy,Yes,71.5,B,48.7,-1
3880705,45438,-1,italy,No,,NAN,,-1
3886866,96160,-1,italy,No,,NAN,,-1
3887313,45438,-1,italy,No,,NAN,,-1
3887314,45438,-1,italy,No,,NAN,,-1
3887315,45438,-1,italy,No,,NAN,,-1
3887317,45438,-1,italy,No,,NAN,,-1
3887318,45438,-1,italy,No,,NAN,,-1
3887540,6407,-1,italy,No,,NAN,,-1
3887543,6407,-1,italy,No,,NAN,,-1
3907609,76797,51,italy,No,,NAN,,-1
3911202,44591,3,italy,No,,NAN,,-1
3911203,44591,3,italy,No,,NAN,,-1
3911204,44591,3,italy,No,,NAN,,-1
3911924,44610,2,italy,No,,NAN,,-1
3912942,22534,87,italy,No,,NAN,,-1
3912945,22534,87,italy,No,,NAN,,-1
3915223,82632,76,italy,No,,NAN,,-1
3930896,15169,-1,italy,Yes,77.6,NOISE,50.3,0
3930897,15169,-1,italy,No,,NAN,,-1
3932262,19539,-1,italy,No,,NAN,,-1
3934949,74081,46,italy,No,,NAN,,-1
3934950,74081,46,italy,Yes,80.5,NOISE,99.7,0
3935714,22534,87,italy,No,,NAN,,-1
3935715,22534,87,italy,No,,NAN,,-1
3935716,22534,87,italy,No,,NAN,,-1
3939435,45321,66,italy,No,,NAN,,-1
3940551,82632,76,italy,No,,NAN,,-1
3943222,82632,76,italy,No,,NAN,,-1
3950025,5472,-1,italy,No,,NAN,,-1
3950026,5472,-1,italy,No,,NAN,,-1
3950027,5472,-1,italy,No,,NAN,,-1
3956262,44610,2,italy,No,,NAN,,-1
3956263,44610,2,italy,No,,NAN,,-1
3956265,44610,2,italy,No,,NAN,,-1
3956502,24278,-1,italy,No,,NAN,,-1
2609805,40442,-1,jamaica,No,,NAN,,-1
2609808,40442,-1,jamaica,No,,NAN,,-1
2609820,40442,-1,jamaica,No,,NAN,,-1
3911949,7869,-1,jamaica,No,,NAN,,-1
3911950,7869,-1,jamaica,No,,NAN,,-1
3918369,50148,-1,jamaica,No,,NAN,,-1
2588438,8912,-1,japan,No,,NAN,,-1
2592574,27388,-1,japan,No,,NAN,,-1
2592575,27388,-1,japan,No,,NAN,,-1
2601274,43195,50,japan,No,,NAN,,-1
2603977,22910,3,japan,No,,NAN,,-1
2603979,22910,3,japan,No,,NAN,,-1
2606888,8497,-1,japan,No,,NAN,,-1
2606889,8497,-1,japan,No,,NAN,,-1
2610838,21361,-1,japan,No,,NAN,,-1
2611738,76706,3,japan,No,,NAN,,-1
2611740,76706,3,japan,No,,NAN,,-1
2611741,76706,3,japan,No,,NAN,,-1
2625821,39284,-1,japan,No,,NAN,,-1
2627084,34254,-1,japan,No,,NAN,,-1
2627178,52303,45,japan,No,,NAN,,-1
2632799,8912,-1,japan,No,,NAN,,-1
2640985,13322,-1,japan,No,,NAN,,-1
2640986,13322,-1,japan,No,,NAN,,-1
2651674,35405,-1,japan,No,,NAN,,-1
2651676,35405,-1,japan,No,,NAN,,-1
2665719,93714,-1,japan,No,,NAN,,-1
2680508,99743,-1,japan,No,,NAN,,-1
2680510,99743,-1,japan,No,,NAN,,-1
2686013,86929,-1,japan,No,,NAN,,-1
2686016,86929,-1,japan,No,,NAN,,-1
2692181,103478,6,japan,Yes,82.7,NOISE,98.6,0
2692182,103478,6,japan,No,,NAN,,-1
2692184,103478,6,japan,No,,NAN,,-1
2696423,22910,3,japan,No,,NAN,,-1
2696424,22910,3,japan,No,,NAN,,-1
2696425,22910,3,japan,Yes,80.0,NOISE,89.0,0
2699016,22910,3,japan,No,,NAN,,-1
2699017,22910,3,japan,No,,NAN,,-1
2700157,44978,2,japan,No,,NAN,,-1
2700158,44978,2,japan,No,,NAN,,-1
2842641,28704,66,japan,No,,NAN,,-1
3832812,76706,3,japan,No,,NAN,,-1
3832814,76706,3,japan,No,,NAN,,-1
3833118,82080,90,japan,No,,NAN,,-1
3833119,82080,90,japan,No,,NAN,,-1
3833120,82080,90,japan,No,,NAN,,-1
3834968,15759,-1,japan,No,,NAN,,-1
3834969,15759,-1,japan,No,,NAN,,-1
3834970,15759,-1,japan,No,,NAN,,-1
3841075,10901,-1,japan,No,,NAN,,-1
3841077,10901,-1,japan,No,,NAN,,-1
3841078,10901,-1,japan,No,,NAN,,-1
3848221,72805,-1,japan,No,,NAN,,-1
3848223,72805,-1,japan,No,,NAN,,-1
3850546,14901,-1,japan,No,,NAN,,-1
3854575,75390,6,japan,No,,NAN,,-1
3854578,75390,6,japan,No,,NAN,,-1
3862131,114047,-1,japan,No,,NAN,,-1
3862132,114047,-1,japan,No,,NAN,,-1
3862133,114047,-1,japan,No,,NAN,,-1
3867659,41545,0,japan,No,,NAN,,-1
3868300,14953,71,japan,No,,NAN,,-1
3875805,76711,-1,japan,No,,NAN,,-1
3875807,76711,-1,japan,No,,NAN,,-1
3876072,61077,-1,japan,No,,NAN,,-1
3876074,61077,-1,japan,No,,NAN,,-1
3876092,11537,2,japan,No,,NAN,,-1
3879175,8912,-1,japan,No,,NAN,,-1
3879191,75390,6,japan,No,,NAN,,-1
3879196,75390,6,japan,No,,NAN,,-1
3879197,75390,6,japan,No,,NAN,,-1
3880691,95017,-1,japan,No,,NAN,,-1
3880693,95017,-1,japan,No,,NAN,,-1
3885171,8912,-1,japan,No,,NAN,,-1
3885172,8912,-1,japan,No,,NAN,,-1
3885173,8912,-1,japan,No,,NAN,,-1
3885953,114047,-1,japan,No,,NAN,,-1
3885954,114047,-1,japan,No,,NAN,,-1
3885955,114047,-1,japan,No,,NAN,,-1
3904119,12684,-1,japan,No,,NAN,,-1
3904207,103478,6,japan,No,,NAN,,-1
3904334,44978,2,japan,No,,NAN,,-1
3904336,44978,2,japan,No,,NAN,,-1
3919256,50731,-1,japan,No,,NAN,,-1
3933273,79133,-1,japan,No,,NAN,,-1
3933274,79133,-1,japan,No,,NAN,,-1
3935932,37647,-1,japan,No,,NAN,,-1
3937240,121347,-1,japan,No,,NAN,,-1
3937436,115498,-1,japan,No,,NAN,,-1
3951125,24432,76,japan,No,,NAN,,-1
2649758,42162,-1,jordan,No,,NAN,,-1
2650076,118691,-1,jordan,No,,NAN,,-1
2650077,118691,-1,jordan,No,,NAN,,-1
2650079,118691,-1,jordan,No,,NAN,,-1
2651526,42162,-1,jordan,No,,NAN,,-1
2651527,42162,-1,jordan,No,,NAN,,-1
2651528,42162,-1,jordan,Yes,76.1,DM,35.4,-1
2689040,47886,50,jordan,No,,NAN,,-1
2638687,139512,-1,kenya,No,,NAN,,-1
2638688,139512,-1,kenya,No,,NAN,,-1
2638689,139512,-1,kenya,No,,NAN,,-1
2646724,139512,-1,kenya,No,,NAN,,-1
2646726,139512,-1,kenya,No,,NAN,,-1
2646727,139512,-1,kenya,No,,NAN,,-1
2610099,10449,71,kuwait,No,,NAN,,-1
2610100,10449,71,kuwait,No,,NAN,,-1
3854039,99776,24,kuwait,No,,NAN,,-1
3873394,10449,71,kuwait,No,,NAN,,-1
3873396,10449,71,kuwait,No,,NAN,,-1
3879179,1506,65,kuwait,No,,NAN,,-1
3845930,101932,-1,laos,No,,NAN,,-1
3845931,101932,-1,laos,No,,NAN,,-1
3845933,101932,-1,laos,No,,NAN,,-1
2593586,2690,65,latvia,No,,NAN,,-1
2593587,2690,65,latvia,No,,NAN,,-1
2593588,2690,65,latvia,Yes,68.7,C,81.6,1
2606575,31494,-1,latvia,No,,NAN,,-1
2611374,96101,-1,latvia,No,,NAN,,-1
2611375,96101,-1,latvia,No,,NAN,,-1
2611377,96101,-1,latvia,Yes,74.6,F,74.8,1
3846737,12588,-1,latvia,No,,NAN,,-1
3847784,68787,-1,lebanon,No,,NAN,,-1
3847786,68787,-1,lebanon,No,,NAN,,-1
3948040,5162,65,lebanon,No,,NAN,,-1
3948042,5162,65,lebanon,No,,NAN,,-1
3953592,10016,51,lithuania,No,,NAN,,-1
2605095,145321,-1,malawi,No,,NAN,,-1
2605096,145321,-1,malawi,No,,NAN,,-1
2614238,28639,3,malaysia,No,,NAN,,-1
2614239,28639,3,malaysia,No,,NAN,,-1
2614240,28639,3,malaysia,No,,NAN,,-1
2631712,34724,50,malaysia,No,,NAN,,-1
2631716,34724,50,malaysia,No,,NAN,,-1
2636999,9988,-1,malaysia,No,,NAN,,-1
2656902,43083,28,malaysia,No,,NAN,,-1
2663326,23920,59,malaysia,No,,NAN,,-1
2666401,22292,-1,malaysia,No,,NAN,,-1
2672582,22292,-1,malaysia,No,,NAN,,-1
2696898,28639,3,malaysia,No,,NAN,,-1
2696899,28639,3,malaysia,No,,NAN,,-1
2701363,23920,59,malaysia,No,,NAN,,-1
2701365,23920,59,malaysia,No,,NAN,,-1
2701366,23920,59,malaysia,No,,NAN,,-1
3841662,19986,-1,malaysia,No,,NAN,,-1
3841663,19986,-1,malaysia,No,,NAN,,-1
3846197,34209,80,malaysia,No,,NAN,,-1
3846198,34209,80,malaysia,No,,NAN,,-1
3849954,29242,-1,malaysia,No,,NAN,,-1
3859903,22297,-1,malaysia,Yes,85.2,B,59.3,-1
3864187,16116,49,malaysia,No,,NAN,,-1
3864188,16116,49,malaysia,No,,NAN,,-1
3864406,89092,-1,malaysia,No,,NAN,,-1
3864409,89092,-1,malaysia,No,,NAN,,-1
3873266,23578,76,malaysia,Yes,74.7,DM,47.5,-1
3876353,34724,50,malaysia,No,,NAN,,-1
3876354,34724,50,malaysia,No,,NAN,,-1
3876355,34724,50,malaysia,Yes,75.0,NOISE,61.4,0
3914289,85059,76,malaysia,No,,NAN,,-1
3914290,85059,76,malaysia,No,,NAN,,-1
3922506,9988,-1,malaysia,No,,NAN,,-1
3922508,9988,-1,malaysia,No,,NAN,,-1
3922509,9988,-1,malaysia,No,,NAN,,-1
3949235,43083,28,malaysia,No,,NAN,,-1
2589219,114684,-1,maldives,No,,NAN,,-1
2589221,114684,-1,maldives,No,,NAN,,-1
2689479,21673,-1,maldives,Yes,72.6,NOISE,99.9,0
2689480,21673,-1,maldives,No,,NAN,,-1
2689485,21673,-1,maldives,Yes,72.6,NOISE,99.9,0
2689486,21673,-1,maldives,No,,NAN,,-1
3835522,38679,-1,malta,No,,NAN,,-1
3844622,16069,-1,malta,No,,NAN,,-1
3844623,16069,-1,malta,No,,NAN,,-1
3876949,16069,-1,malta,No,,NAN,,-1
3910418,16069,-1,malta,No,,NAN,,-1
3951647,22469,50,malta,No,,NAN,,-1
3951649,22469,50,malta,No,,NAN,,-1
2662033,23101,-1,mauritius,No,,NAN,,-1
2671942,74558,-1,mauritius,No,,NAN,,-1
2671944,74558,-1,mauritius,No,,NAN,,-1
3954253,92095,-1,mauritius,No,,NAN,,-1
3954254,92095,-1,mauritius,No,,NAN,,-1
2588561,3961,73,mexico,No,,NAN,,-1
2588654,76282,-1,mexico,No,,NAN,,-1
2588960,91101,-1,mexico,No,,NAN,,-1
2588962,91101,-1,mexico,No,,NAN,,-1
2593803,84629,2,mexico,No,,NAN,,-1
2598478,69534,-1,mexico,No,,NAN,,-1
2598479,69534,-1,mexico,No,,NAN,,-1
2598754,4064,-1,mexico,No,,NAN,,-1
2598756,4064,-1,mexico,No,,NAN,,-1
2598757,4064,-1,mexico,No,,NAN,,-1
2600709,131891,-1,mexico,No,,NAN,,-1
2600710,131891,-1,mexico,No,,NAN,,-1
2604368,514,-1,mexico,No,,NAN,,-1
2604370,514,-1,mexico,No,,NAN,,-1
2604809,15960,-1,mexico,No,,NAN,,-1
2604811,15960,-1,mexico,No,,NAN,,-1
2610045,100281,92,mexico,No,,NAN,,-1
2611937,15732,-1,mexico,No,,NAN,,-1
2618854,24046,-1,mexico,No,,NAN,,-1
2618855,24046,-1,mexico,No,,NAN,,-1
2618856,24046,-1,mexico,No,,NAN,,-1
2623005,83300,3,mexico,No,,NAN,,-1
2623007,83300,3,mexico,No,,NAN,,-1
2623008,83300,3,mexico,No,,NAN,,-1
2627969,75668,-1,mexico,No,,NAN,,-1
2627974,75668,-1,mexico,No,,NAN,,-1
2629221,29416,-1,mexico,No,,NAN,,-1
2630191,74308,1,mexico,No,,NAN,,-1
2633657,6954,50,mexico,No,,NAN,,-1
2633658,6954,50,mexico,No,,NAN,,-1
2633660,6954,50,mexico,Yes,84.4,B,97.4,1
2635861,26333,2,mexico,No,,NAN,,-1
2635862,26333,2,mexico,No,,NAN,,-1
2637149,19883,92,mexico,No,,NAN,,-1
2637150,19883,92,mexico,No,,NAN,,-1
2646396,43741,-1,mexico,No,,NAN,,-1
2647926,21024,71,mexico,No,,NAN,,-1
2650740,45579,50,mexico,No,,NAN,,-1
2650741,45579,50,mexico,No,,NAN,,-1
2650742,45579,50,mexico,No,,NAN,,-1
2655189,20520,-1,mexico,Yes,65.3,NOISE,54.6,0
2655190,20520,-1,mexico,Yes,71.3,NOISE,62.3,0
2659802,72396,90,mexico,No,,NAN,,-1
2659803,72396,90,mexico,No,,NAN,,-1
2659804,72396,90,mexico,Yes,81.2,B,97.4,1
2661680,15960,-1,mexico,No,,NAN,,-1
2665453,45516,-1,mexico,No,,NAN,,-1
2669310,89561,-1,mexico,No,,NAN,,-1
2670202,66565,92,mexico,No,,NAN,,-1
2670204,66565,92,mexico,No,,NAN,,-1
2670868,52416,90,mexico,No,,NAN,,-1
2670870,52416,90,mexico,No,,NAN,,-1
2672731,36404,-1,mexico,No,,NAN,,-1
2672733,36404,-1,mexico,Yes,60.7,NOISE,81.1,0
2673165,9355,3,mexico,No,,NAN,,-1
2673166,9355,3,mexico,Yes,76.0,NOISE,82.7,0
2673168,9355,3,mexico,No,,NAN,,-1
2682045,128268,-1,mexico,No,,NAN,,-1
2688051,26387,-1,mexico,No,,NAN,,-1
2689592,131891,-1,mexico,No,,NAN,,-1
2689593,131891,-1,mexico,No,,NAN,,-1
2689594,131891,-1,mexico,No,,NAN,,-1
2690650,100019,36,mexico,No,,NAN,,-1
2693741,66646,-1,mexico,Yes,80.0,B,95.7,1
2693743,66646,-1,mexico,No,,NAN,,-1
2693744,66646,-1,mexico,No,,NAN,,-1
2695673,37573,91,mexico,No,,NAN,,-1
2695674,37573,91,mexico,No,,NAN,,-1
2695776,132638,-1,mexico,No,,NAN,,-1
2696745,27669,-1,mexico,No,,NAN,,-1
2697499,36404,-1,mexico,No,,NAN,,-1
2699117,38533,-1,mexico,No,,NAN,,-1
2699119,38533,-1,mexico,No,,NAN,,-1
2699120,38533,-1,mexico,No,,NAN,,-1
2775350,80294,-1,mexico,No,,NAN,,-1
3834218,16936,-1,mexico,No,,NAN,,-1
3834219,16936,-1,mexico,No,,NAN,,-1
3835923,71998,66,mexico,No,,NAN,,-1
3835924,71998,66,mexico,No,,NAN,,-1
3835925,71998,66,mexico,No,,NAN,,-1
3839054,39200,-1,mexico,No,,NAN,,-1
3840285,12046,-1,mexico,No,,NAN,,-1
3840286,12046,-1,mexico,No,,NAN,,-1
3840288,12046,-1,mexico,No,,NAN,,-1
3847589,62161,88,mexico,No,,NAN,,-1
3848910,30955,50,mexico,No,,NAN,,-1
3848911,30955,50,mexico,No,,NAN,,-1
3860725,38533,-1,mexico,No,,NAN,,-1
3865668,40380,90,mexico,No,,NAN,,-1
3865669,40380,90,mexico,No,,NAN,,-1
3865671,40380,90,mexico,No,,NAN,,-1
3874326,74308,1,mexico,No,,NAN,,-1
3876790,77539,1,mexico,No,,NAN,,-1
3879116,20957,2,mexico,No,,NAN,,-1
3879117,20957,2,mexico,No,,NAN,,-1
3887177,126828,-1,mexico,No,,NAN,,-1
3887180,126828,-1,mexico,Yes,61.4,NOISE,81.6,0
3887220,75698,92,mexico,No,,NAN,,-1
3887222,75698,92,mexico,No,,NAN,,-1
3887324,8718,-1,mexico,No,,NAN,,-1
3887325,8718,-1,mexico,No,,NAN,,-1
3898862,72396,90,mexico,No,,NAN,,-1
3898864,72396,90,mexico,No,,NAN,,-1
3898865,72396,90,mexico,No,,NAN,,-1
3905169,74308,1,mexico,No,,NAN,,-1
3914398,36404,-1,mexico,No,,NAN,,-1
3914399,36404,-1,mexico,No,,NAN,,-1
3916016,53166,66,mexico,No,,NAN,,-1
3917826,9785,-1,mexico,No,,NAN,,-1
3917827,9785,-1,mexico,No,,NAN,,-1
3918175,44484,2,mexico,No,,NAN,,-1
3918176,44484,2,mexico,No,,NAN,,-1
3918515,20013,-1,mexico,No,,NAN,,-1
3918516,20013,-1,mexico,Yes,76.7,DM,60.0,-1
3918517,20013,-1,mexico,No,,NAN,,-1
3918526,20013,-1,mexico,No,,NAN,,-1
3918881,105155,-1,mexico,No,,NAN,,-1
3918883,105155,-1,mexico,No,,NAN,,-1
3920264,105155,-1,mexico,No,,NAN,,-1
3920266,105155,-1,mexico,No,,NAN,,-1
3920328,40380,90,mexico,No,,NAN,,-1
3921973,10415,3,mexico,No,,NAN,,-1
3921974,10415,3,mexico,No,,NAN,,-1
3921976,10415,3,mexico,No,,NAN,,-1
3922113,1509,-1,mexico,No,,NAN,,-1
3922928,26408,-1,mexico,No,,NAN,,-1
3922929,26408,-1,mexico,No,,NAN,,-1
3923619,769,-1,mexico,No,,NAN,,-1
3927045,12642,-1,mexico,No,,NAN,,-1
3927047,12642,-1,mexico,No,,NAN,,-1
3927083,40380,90,mexico,No,,NAN,,-1
3927084,40380,90,mexico,No,,NAN,,-1
3932783,3901,-1,mexico,Yes,70.1,B,98.5,1
3932784,3901,-1,mexico,No,,NAN,,-1
3932785,3901,-1,mexico,No,,NAN,,-1
3936444,10649,-1,mexico,No,,NAN,,-1
3937699,18153,-1,mexico,Yes,81.0,B,93.1,1
3939619,9355,3,mexico,No,,NAN,,-1
3943054,77539,1,mexico,No,,NAN,,-1
3943055,77539,1,mexico,No,,NAN,,-1
3943056,77539,1,mexico,No,,NAN,,-1
3952559,94346,-1,mexico,Yes,81.2,B,95.3,1
3952560,94346,-1,mexico,Yes,78.4,DM,73.8,-1
3954912,98891,-1,mexico,No,,NAN,,-1
3954913,98891,-1,mexico,No,,NAN,,-1
3954914,98891,-1,mexico,Yes,61.5,NOISE,51.6,0
3957814,64083,-1,mexico,No,,NAN,,-1
3957815,64083,-1,mexico,No,,NAN,,-1
3957816,64083,-1,mexico,No,,NAN,,-1
3957817,64083,-1,mexico,No,,NAN,,-1
3957818,64083,-1,mexico,No,,NAN,,-1
3957820,64083,-1,mexico,Yes,83.4,NOISE,96.8,0
3916021,17198,1,morocco,No,,NAN,,-1
3916022,17198,1,morocco,No,,NAN,,-1
3924026,3926,-1,morocco,No,,NAN,,-1
3924027,3926,-1,morocco,No,,NAN,,-1
3924029,3926,-1,morocco,No,,NAN,,-1
2592469,122918,-1,myanmar,No,,NAN,,-1
3942498,112895,51,myanmar,No,,NAN,,-1
